汉字,漢越語,IPA
綠,Lục,luk8
綢,Trù,tʂu2
綣,Quyển,kwien3
綦,Kì,ki2
綫,Tuyến,twien5
綬,Thụ,t'u6
維,Duy,zwi1
綮,Khể,xe3
綯,Đào,da:w2
綰,Oản,wa:n3
綱,Cương,kɯɤŋ1
網,Võng,vɔŋ4
綴,Chuế,tʂwe5
綴,Chuyết,tʂwiet7
綵,Thải,t'a:j3
綷,Túy,twi5
綸,Luân,lwɤn1
綹,Lữu,lɯw4
綺,Khỉ,xi3
綻,Trán,tʂa:n5
綽,Xước,sɯɤk7
綾,Lăng,laŋ1
綿,Miên,mien1
緄,Cổn,kon3
緅,Tưu,tɯw1
緇,Truy,tʂwi1
緉,Lưỡng,lɯɤŋ4
緊,Khẩn,xɤn3
緋,Phi,fi1
緌,Nhuy,ɲwi1
緐,Phồn,fon2
緒,Tự,tɯ6
罰,Phạt,fa:t8
罱,Lãm,la:m4
罳,Ti,ti1
翟,Địch,diʧ8
翟,Trạch,tʂa:ʧ8
翠,Thúy,t'wi5
翡,Phỉ,fi3
翣,Sáp,ʂa:p7
翥,Chứ,tʂɯ5
聚,Tụ,tu6
聞,Văn,van1
聞,Vặn,van6
肇,Triệu,tʂiew6
腐,Hủ,hu3
膀,Bàng,ba:ŋ2
膂,Lữ,lɯ4
膃,Ột,ot8
膆,Tố,to5
膈,Cách,ka:ʧ7
膊,Bác,ba:k7
膋,Liêu,liew1
膏,Cao,ka:w1
膏,Cáo,ka:w5
膜,Mô,mo1
膜,Mạc,ma:k8
臧,Tang,ta:ŋ1
臺,Thai,t'a:j1
舝,Hạt,ha:t8
舞,Vũ,vu4
艋,Mãnh,ma:ɲ4
蓯,Thung,t'uŋ1
蓴,Thuần,t'wɤn2
蓷,Thôi,t'oj1
蓺,Nghệ,ŋe6
蓼,Liệu,liew6
蓼,Lục,luk8
蓿,Túc,tuk7
蔆,Lăng,laŋ1
蔌,Tốc,tok7
蔑,Miệt,miet8
蔓,Mạn,ma:n6
蔔,Bặc,bak8
蔕,Đế,de5
蔗,Giá,ʑa:5
蔘,Sâm,ʂɤm1
蔚,Úy,wi5
蔚,Uất,wɤt7
蔞,Lâu,lɤw1
蔟,Thấu,t'ɤw5
蔟,Thốc,t'ot7
蔠,Chung,tʂuŋ1
蔡,Thái,t'a:j5
蔣,Tưởng,tɯɤŋ3
蔥,Thông,t'oŋ1
蔦,Điểu,diew3
蔪,Tiêm,tiem1
蔻,Khấu,xɤw5
蔽,Tế,te5
蕖,Cừ,kɯ2
薌,Hương,hɯɤŋ1
蜀,Thục,t'uk8
蜘,Tri,tʂi1
蜚,Phỉ,fi3
蜜,Mật,mɤt8
蜞,Kì,ki2
蜢,Mãnh,ma:ɲ4
蜥,Tích,tiʧ7
蜨,Điệp,diep8
蜩,Điêu,diew1
蜮,Vực,vɯk8
蜰,Phì,fi2
蜴,Dịch,ziʧ8
蜷,Quyền,kwien2
蜺,Nghê,ŋe1
蜻,Tinh,tiɲ1
蜼,Dữu,zɯw4
蜾,Quả,qwa:3
蜿,Uyển,wien3
蝀,Đông,doŋ1
蝃,Đế,de5
蝕,Thực,t'ɯk8
蝸,Oa,wa:1
螂,Lang,la:ŋ1
裳,Thường,t'ɯɤŋ2
裴,Bùi,buj2
裹,Quả,qwa:3
製,Chế,tʂe5
複,Phức,fɯk7
褊,Biển,bien3
褌,Côn,kon1
褐,Hạt,ha:t8
褓,Bảo,ba:w3
褘,Huy,hwi1
褞,Ôn,on1
褡,Đáp,da:p7
覡,Hích,hiʧ7
誋,Kị,ki6
誌,Chí,tʂi5
認,Nhận,ɲɤn6
誑,Cuống,kuoŋ5
誓,Thệ,t'e6
誖,Bội,boj6
誘,Dụ,zu6
誚,Tiếu,tiew5
語,Ngữ,ŋɯ4
誡,Giới,ʑɤ:j5
誣,Vu,vu1
誤,Ngộ,ŋo6
誥,Cáo,ka:w5
誦,Tụng,tuŋ6
誨,Hối,hoj5
說,Thuế,t'we5
說,Duyệt,zwiet8
說,Thuyết,t'wiet5
誾,Ngân,ŋɤn1
豨,Hi,hi1
豪,Hào,ha:w2
貌,Mạo,ma:w6
貍,Li,li1
賑,Chẩn,tʂɤn3
賒,Xa,sa:1
賓,Tân,tɤn1
賔,Tân,tɤn1
賕,Cầu,kɤw2
赫,Hách,ha:ʧ7
趕,Cản,ka:n3
趙,Triệu,tʂiew6
跼,Cục,kuk8
跽,Kị,ki6
踁,Hĩnh,hiɲ4
踆,Thuân,t'wɤn1
踈,Sơ,ʂɤ:1
踉,Lương,lɯɤŋ1
踊,Dũng,zuŋ4
輒,Triếp,tʂiep7
輓,Vãn,va:n4
輔,Phụ,fu6
輕,Khinh,xiɲ1
辡,Biện,bien6
辣,Lạt,la:t8
適,Thích,t'iʧ7
適,Đích,diʧ7
遭,Tao,ta:w1
遮,Già,ʑa:2
遯,Độn,don6
遰,Đệ,de6
鄦,Hứa,hɯɤ5
鄧,Đặng,daŋ6
鄭,Trịnh,tʂiɲ6
鄯,Thiện,t'ien6
鄰,Lân,lɤn1
鄱,Bà,ba:2
鄲,Đan,da:n1
酲,Trình,tʂiɲ2
酴,Đồ,do2
酵,Diếu,ziew5
酷,Khốc,xok7
酸,Toan,twa:n1
酹,Lỗi,loj4
酺,Bô,bo1
鉶,Hình,hiɲ2
鉸,Giảo,ʑa:w3
銀,Ngân,ŋɤn1
銃,Súng,ʂuŋ5
銅,Đồng,doŋ2
銎,Khung,xuŋ1
銑,Tiển,tien3
銓,Thuyên,t'wien1
銖,Thù,t'u2
銘,Minh,miɲ1
銚,Diêu,ziew1
銚,Điều,diew2
銛,Tiêm,tiem1
銜,Hàm,ha:m2
鋌,Đĩnh,diɲ4
鋩,Mang,ma:ŋ1
閡,Ngại,ŋa:j6
閣,Các,ka:k7
閤,Cáp,ka:p7
閥,Phiệt,fiet8
閧,Hống,hoŋ5
閨,Khuê,xwe1
閩,Mân,mɤn1
閭,Lư,lɯ1
隤,Đồi,doj2
隧,Toại,twa:j6
隨,Tùy,twi2
隩,Úc,uk7
隩,Áo,a:w5
雌,Thư,t'ɯ1
雒,Lạc,la:k8
需,Nhu,ɲu1
霆,Đình,diɲ2
靺,Mạt,ma:t8
靼,Đát,da:t7
靿,Áo,a:w5
鞀,Đào,da:w2
鞄,Bào,ba:w2
鞄,Bạc,ba:k8
鞅,Ưởng,ɯɤŋ3
韍,Phất,fɤt7
韶,Thiều,t'iew2
頖,Phán,fa:n5
頗,Pha,fa:1
頗,Phả,fa:3
領,Lĩnh,liɲ4
颭,Triển,tʂien3
颯,Táp,ta:p7
餅,Bính,biɲ5
餉,Hướng,hɯɤŋ5
餌,Nhị,ɲi6
馹,Nhật,ɲɤt8
駁,Bác,ba:k7
骳,Bí,bi5
髣,Phảng,fa:ŋ3
髤,Hưu,hɯw1
髦,Mao,ma:w1
魃,Bạt,ba:t8
魄,Thác,t'a:k7
魄,Phách,fa:ʧ7
魅,Mị,mi6
鳲,Thi,t'i1
鳳,Phượng,fɯɤŋ6
鳴,Minh,miɲ1
鳶,Diên,zien1
麼,Ma,ma:1
鼏,Mịch,miʧ8
鼐,Nãi,na:j4
鼻,Tị,ti6
齊,Tề,te2
齒,Xỉ,si3
僵,Cương,kɯɤŋ1
價,Giá,ʑa:5
僻,Tích,tiʧ7
僽,Sậu,ʂɤw6
僾,Ái,a:j5
僿,Tái,ta:j5
儀,Nghi,ŋi1
儁,Tuấn,twɤn5
儂,Nông,noŋ1
億,Ức,ɯk7
儈,Quái,kwa:j5
儉,Kiệm,kiem6
儋,Đam,da:m1
儌,Kiêu,kiew1
冪,Mịch,miʧ8
凙,Đạc,da:k8
凜,Lẫm,lɤm4
劇,Kịch,kiʧ8
劈,Phách,fa:ʧ7
劉,Lưu,lɯw1
劊,Quái,kwa:j5
劌,Quế,kwe5
劍,Kiếm,kiem5
勰,Hiệp,hiep8
匳,Liêm,liem1
嘬,Toát,twa:t7
嘮,Lao,la:w1
嘰,Kỉ,ki3
嘲,Trào,tʂa:w2
嘵,Hiêu,hiew1
嘶,Tê,te1
嘷,Hào,ha:w2
嘹,Liệu,liew6
嘻,Hi,hi1
噂,Tổn,ton3
噍,Tiêu,tiew1
噍,Tưu,tɯw1
噍,Tiếu,tiew5
噎,Ế,e5
噏,Hấp,hɤp7
噓,Hư,hu1
噢,Úc,uk7
噢,Ủ,u3
噴,Phôn,fon1
噴,Phún,fun5
墀,Trì,tʂi2
增,Tăng,taŋ1
墟,Khư,xɯ1
墠,Thiện,t'ien6
墡,Thiện,t'ien6
墦,Phiền,fien2
墨,Mặc,mak8
墩,Đôn,don1
墳,Phần,fɤn2
墳,Phẫn,fɤn4
奭,Thích,t'iʧ7
嫵,Vũ,vu4
嫺,Nhàn,ɲa:n2
嫽,Liêu,liew1
嬃,Tu,tu1
嬈,Nhiễu,ɲiew4
嬉,Hi,hi1
嬌,Kiều,kiew2
審,Thẩm,t'ɤm3
寫,Tả,ta:3
寮,Liêu,liew1
寯,Tuấn,twɤn5
導,Đạo,da:w6
層,Tằng,taŋ2
履,Lí,li5
屧,Tiệp,tiep8
嶒,Tằng,taŋ2
嶓,Ba,ba:1
嶙,Lân,lɤn1
嶝,Đặng,daŋ6
嶠,Kiệu,kiew6
嶢,Nghiêu,ŋiew1
幞,Phốc,fok7
幟,Xí,si5
幡,Phiên,fien1
幢,Tràng,tʂa:ŋ2
廚,Trù,tʂu2
廛,Triền,tʂien2
廝,Tư,tɯ1
廟,Miếu,miew5
廠,Xưởng,sɯɤŋ3
廡,Vũ,vu4
廢,Phế,fe5
彈,Đạn,da:n6
彈,Đàn,da:n2
影,Ảnh,a:ɲ3
徵,Trưng,tʂɯŋ1
徵,Chủy,tʂwi3
德,Đức,dɯk7
徹,Triệt,tʂiet8
慙,Tàm,ta:m2
慧,Huệ,hwe6
慫,Túng,tuŋ5
慮,Lự,lɯ6
慰,Úy,wi5
慶,Khánh,xa:ɲ5
慸,Đế,de5
慼,Thích,t'iʧ7
慾,Dục,zuk8
憂,Ưu,ɯw1
憃,Xuẩn,swɤn3
憍,Kiêu,kiew1
憎,Tăng,taŋ1
憐,Liên,lien1
憒,Hội,hoj6
憔,Tiều,tiew2
憚,Đạn,da:n6
憛,Đàm,da:m2
憤,Phẫn,fɤn4
憧,Sung,ʂuŋ1
憨,Hàm,ha:m2
憫,Mẫn,mɤn4
憬,Cảnh,ka:ɲ3
憮,Vũ,vu4
憯,Thảm,t'a:m3
懂,Đổng,doŋ3
戮,Lục,luk8
摩,Ma,ma:1
摯,Chí,tʂi5
撅,Quyết,kwiet7
撅,Quyệt,kwiet8
撈,Lao,la:w1
撏,Tầm,tɤm2
撓,Nạo,na:w6
撕,Tê,te1
撘,Tháp,t'a:p7
撙,Tỗn,ton4
撚,Niễn,nien4
撞,Chàng,tʂa:ŋ2
撟,Kiểu,kiew3
撣,Đàn,da:n2
撣,Đạn,da:n6
撤,Triệt,tʂiet8
撥,Bát,ba:t7
撩,Liêu,liew1
撫,Phủ,fu3
播,Bá,ba:5
撮,Toát,twa:t7
撰,Soạn,ʂwa:n6
撲,Phốc,fok7
撻,Thát,t'a:t7
擒,Cầm,kɤm2
敵,Địch,diʧ8
敷,Phu,fu1
數,Sổ,ʂo3
數,Số,ʂo5
數,Sác,ʂa:k7
敺,Khu,xu1
敻,Huyến,hwien5
暫,Tạm,ta:m6
暭,Hạo,ha:w6
暮,Mộ,mo6
暱,Nật,nɤt8
暴,Bạo,ba:w6
暴,Bộc,bok8
暵,Hán,ha:n5
暹,Xiêm,siem1
曏,Hướng,hɯɤŋ5
槥,Tuệ,twe6
槧,Tạm,ta:m6
槧,Thiễm,t'iem4
槱,Dửu,zɯw3
槲,Hộc,hok8
槳,Tưởng,tɯɤŋ3
槹,Cao,ka:w1
槽,Tào,ta:w2
槿,Cận,kɤn6
樁,Thung,t'uŋ1
樂,Nhạo,ɲa:w6
樂,Nhạc,ɲa:k8
樂,Lạc,la:k8
樅,Tung,tuŋ1
樊,Phiền,fien2
樓,Lâu,lɤw1
標,Tiêu,tiew1
樛,Cù,ku2
樝,Tra,tʂa1
樞,Xu,su1
樟,Chương,tʂɯɤŋ1
樠,Man,ma:n1
樣,Dạng,za:ŋ6
橄,Cảm,ka:m3
橡,Tượng,tɯɤŋ6
橢,Thỏa,t'wa:3
歎,Thán,t'a:n5
歐,Âu,ɤw1
歔,Hư,hu1
殢,Thế,t'e5
殣,Cận,kɤn6
殤,Thương,t'ɯɤŋ1
毅,Nghị,ŋi6
毆,Ẩu,ɤw3
毿,Tam,ta:m1
氂,Li,li1
滕,Đằng,daŋ2
漿,Tương,tɯɤŋ1
潁,Dĩnh,ziɲ4
潑,Bát,ba:t7
潔,Khiết,xiep7
潘,Phan,fa:n1
潛,Tiềm,tiem2
潟,Tích,tiʧ7
潤,Nhuận,ɲwɤn6
潦,Lạo,la:w6
潭,Đàm,da:m2
潮,Triều,tʂiew2
潯,Tầm,tɤm2
潰,Hội,hoj6
潸,San,ʂa:n1
潺,Sàn,ʂa:n1
潼,Đồng,doŋ2
澁,Sáp,ʂa:p7
澂,Trừng,tʂɯŋ2
澄,Trừng,tʂɯŋ2
澆,Kiêu,kiew1
澇,Lao,la:w1
澇,Lão,la:w4
澇,Lạo,la:w6
澈,Triệt,tʂiet8
澌,Ti,ti1
澍,Chú,tʂu5
澎,Bành,ba:ɲ2
澒,Hống,hoŋ5
澗,Giản,ʑa:n3
澳,Áo,a:w5
澳,Úc,uk7
濆,Phần,fɤn2
熟,Thục,t'uk8
熠,Dập,zɤp8
熨,Úy,wi5
熨,Uất,wɤt7
熯,Hãn,ha:n4
熯,Nhiễn,ɲien4
熱,Nhiệt,ɲiet8
熲,Quýnh,kwiɲ5
牖,Dữu,zɯw4
犛,Li,li1
犛,Mao,ma:w1
獎,Tưởng,tɯɤŋ3
獠,Liêu,liew1
獦,Cát,ka:t7
瑩,Oánh,wa:ɲ5
瑽,Xung,suŋ1
瑾,Cẩn,kɤn3
璀,Thôi,t'oj1
璅,Tỏa,twa:3
璆,Cầu,kɤw2
璇,Tuyền,twien2
璋,Chương,tʂɯɤŋ1
璜,Hoàng,hwan:ŋ2
甌,Âu,ɤw1
甎,Chuyên,tʂwien1
畾,Lôi,loj1
畿,Kì,ki2
瘛,Xiết,siet7
瘝,Quan,kwa:n1
瘞,Ế,e5
瘠,Tích,tiʧ7
瘡,Sang,ʂa:ŋ1
瘢,Ban,ba:n1
瘤,Lựu,lɯw6
瘨,Điên,dien1
瘼,Mạc,ma:k8
皚,Ngai,ŋa:j1
皺,Trứu,tʂɯw5
盤,Bàn,ba:n2
瞋,Sân,ʂɤn1
瞎,Hạt,ha:t8
瞑,Minh,miɲ1
瞢,Măng,maŋ1
確,Xác,sa:k7
碼,Mã,ma:4
碾,Niễn,nien4
磅,Bàng,ba:ŋ2
磅,Bảng,ba:ŋ3
磉,Tảng,ta:ŋ3
磊,Lỗi,loj4
磐,Bàn,ba:n2
磑,Ngại,ŋa:j6
磔,Trách,tʂa:ʧ7
磕,Khái,xa:j5
禩,Tự,tɯ6
稷,Tắc,tak7
稹,Chẩn,tʂɤn3
稺,Trĩ,tʂi4
稻,Đạo,da:w6
稼,Giá,ʑa:5
稽,Kê,ke1
稽,Khể,xe3
稿,Cảo,ka:w3
穀,Cốc,kok7
窮,Cùng,kuŋ2
窯,Diêu,ziew1
窰,Diêu,ziew1
窳,Dũ,zu4
箭,Tiễn,tien4
箯,Tiên,tien1
箱,Tương,tɯɤŋ1
箲,Tiển,tien3
箴,Châm,tʂɤm1
篁,Hoàng,hwan:ŋ2
範,Phạm,fa:m6
篆,Triện,tʂien6
篇,Thiên,t'ien1
篋,Khiếp,xiep7
篌,Hầu,hɤw2
篨,Trừ,tʂɯ2
糅,Nhữu,ɲɯw4
糇,Hầu,hɤw2
糈,Tư,tɯ1
糉,Tống,toŋ5
糊,Hồ,ho2
緗,Tương,tɯɤŋ1
緘,Giam,ʑa:m1
線,Tuyến,twien5
緜,Miên,mien1
緝,Tập,tɤp8
緞,Đoạn,dwa:n6
締,Đế,de5
緡,Mân,mɤn1
緣,Duyên,zwien1
緣,Duyến,zwien5
緤,Tiết,tiet7
緥,Bảo,ba:w3
緦,Ti,ti1
編,Biên,bien1
緩,Hoãn,hwa:n4
緪,Căng,kaŋ1
緬,Miễn,mien4
緯,Vĩ,vi4
練,Luyện,lwien6
緶,Biền,bien2
緹,Đề,de2
縋,Trúy,tʂwi5
罵,Mạ,ma:6
罷,Bì,bi2
罷,Bãi,ba:j4
羯,Yết,iet7
翦,Tiễn,tien4
翩,Phiên,fien1
翫,Ngoạn,ŋwa:n6
翬,Huy,hwi1
耦,Ngẫu,ŋɤw4
膘,Phiêu,fiew1
膚,Phu,fu1
膝,Tất,tɤt7
膞,Thuyền,t'wien2
膠,Giao,ʑa:w1
艘,Sưu,ʂɯw1
艘,Tao,ta:w1
蔬,Sơ,ʂɤ:1
蔾,Lê,le1
蕁,Tầm,tɤm2
蕃,Phiền,fien2
蕃,Phiên,fien1
蕆,Siển,ʂien3
蕈,Khuẩn,xwɤn3
蕉,Tiêu,tiew1
蕊,Nhụy,ɲwi6
蕎,Kiều,kiew2
蕑,Gian,ʑa:n1
蕓,Vân,vɤn1
蕕,Du,zu1
蕘,Nhiêu,ɲiew1
蕙,Huệ,hwe6
蕝,Toát,twa:t7
蕞,Tối,toj5
蕡,Phần,fɤn2
蕢,Quỹ,kwi4
蕤,Nhuy,ɲwi1
蕨,Quyết,kwiet7
蕩,Đãng,da:ŋ4
蕪,Vu,vu1
薘,Đạt,da:t8
虢,Quách,kwa:ʧ7
蝌,Khoa,xwa:1
蝎,Hạt,ha:t8
蝎,Hiết,hiet7
蝓,Du,zu1
蝗,Hoàng,hwan:ŋ2
蝘,Yển,ien3
蝙,Biên,bien1
蝟,Vị,vi6
蝠,Bức,bɯk7
蝡,Nhuyễn,ɲwien4
蝣,Du,zu1
蝤,Tưu,tɯw1
蝤,Tù,tu2
蝥,Mao,ma:w1
蝦,Hà,ha:2
蝨,Sắt,ʂat5
蝮,Phúc,fuk7
蝯,Viên,vien1
蝱,Manh,ma:ɲ1
蝶,Điệp,diep8
螋,Sưu,ʂɯw1
衛,Vệ,ve6
衝,Xung,suŋ1
褎,Hựu,hɯw6
褒,Bao,ba:w1
褥,Nhục,ɲuk8
褫,Sỉ,ʂi3
褵,Li,li1
覩,Đổ,do3
誰,Thùy,t'wi2
課,Khóa,xwa:5
誶,Tối,toj5
誹,Phỉ,fi3
誼,Nghị,ŋi6
調,Điều,diew2
調,Điệu,diew6
諂,Siểm,ʂiem3
諄,Truân,tʂwɤn1
談,Đàm,da:m2
諉,Ủy,wi3
請,Thỉnh,t'iɲ3
諍,Tránh,tʂa:ɲ5
諏,Tưu,tɯw1
諑,Trác,tʂa:k7
諒,Lượng,lɯɤŋ6
論,Luân,lwɤn1
論,Luận,lwɤn6
諗,Thẩm,t'ɤm3
諛,Du,zu1
諸,Chư,tʂɯ1
諾,Nặc,nak8
豌,Oản,wa:n3
豎,Thụ,t'u6
豫,Dự,zɯ6
豬,Trư,tʂɯ1
貓,Miêu,miew1
貓,Mao,ma:w1
賙,Chu,tʂu1
賚,Lãi,la:j4
賜,Tứ,tɯ5
賝,Sâm,ʂɤm1
賞,Thưởng,t'ɯɤŋ3
賡,Canh,ka:ɲ1
賢,Hiền,hien2
賣,Mại,ma:j6
賤,Tiện,tien6
賦,Phú,fu5
賨,Tung,tuŋ1
質,Chất,tʂɤt7
質,Chí,tʂi5
賭,Đổ,do3
赭,Giả,ʑa:3
趟,Tranh,tʂa:ɲ1
趟,Thảng,t'a:ŋ3
趣,Thú,t'u5
趣,Xúc,suk7
踏,Đạp,da:p8
踐,Tiễn,tien4
踖,Tích,tiʧ7
踘,Cúc,kuk7
踝,Hõa,hwa:4
踞,Cứ,kɯ5
踟,Trì,tʂi2
踡,Quyền,kwien2
踢,Thích,t'iʧ7
踣,Phấu,fɤw5
踣,Bặc,bak8
踥,Thiếp,t'iep7
踦,Khi,xi1
踦,Kỉ,ki3
踧,Địch,diʧ8
踧,Túc,tuk7
輗,Nghê,ŋe1
輘,Lăng,laŋ1
輜,Truy,tʂwi1
輝,Huy,hwi1
輞,Võng,vɔŋ4
輟,Chuyết,tʂwiet7
輠,Quả,qwa:3
輦,Liễn,lien4
輧,Bình,biɲ2
輩,Bối,boj5
輪,Luân,lwɤn1
辤,Từ,tɯ2
遲,Trì,tʂi2
遴,Lận,lɤn6
遵,Tuân,twɤn1
遶,Nhiễu,ɲiew4
遷,Thiên,t'ien1
選,Tuyển,twien3
遹,Duật,zuɤt8
遺,Di,zi1
遺,Dị,zi6
遼,Liêu,liew1
邁,Mại,ma:j6
鄴,Nghiệp,ŋiep8
醁,Lục,luk8
醃,Yêm,iem1
醅,Phôi,foj1
醆,Trản,tʂa:n3
醇,Thuần,t'wɤn2
醉,Túy,twi5
醊,Chuyết,tʂwiet7
醋,Thố,t'o5
銳,Duệ,zwe6
銷,Tiêu,tiew1
銻,Đễ,de4
銼,Tỏa,twa:3
鋀,Đậu,dɤw6
鋃,Lang,la:ŋ1
鋈,Ốc,ok7
鋏,Kiệp,kiep8
鋒,Phong,fɔŋ1
鋙,Ngữ,ŋɯ4
鋝,Luyệt,lwiet8
鋟,Tẩm,tɤm3
鋟,Tiêm,tiem1
鋤,Sừ,ʂɯ2
鋪,Phô,fo1
鋪,Phố,fo5
閫,Khổn,xon3
閬,Lãng,la:ŋ4
閬,Lang,la:ŋ1
閱,Duyệt,zwiet8
險,Hiểm,hiem3
霂,Mộc,mok8
霄,Tiêu,tiew1
霅,Tráp,tʂa:p7
震,Chấn,tʂɤn5
霈,Bái,ba:j5
靚,Tịnh,tiɲ6
靠,Kháo,xa:w5
鞋,Hài,ha:j2
鞍,Yên,ien1
鞏,Củng,kuŋ3
頞,Át,a:t7
頡,Hiệt,hiet8
頦,Hài,ha:j2
頫,Phủ,fu3
頫,Thiếu,t'iew5
餈,Tư,tɯ1
養,Dưỡng,zɯɤŋ4
養,Dượng,zɯɤŋ6
餑,Bột,bot8
餒,Nỗi,noj4
餓,Ngạ,ŋa:6
餔,Bô,bo1
餕,Tuấn,twɤn5
餖,Đậu,dɤw6
餗,Tốc,tok7
餘,Dư,zɯ1
駉,Quynh,kwiɲ1
駐,Trú,tʂu5
駑,Nô,no1
駒,Câu,kɤw1
駔,Tảng,ta:ŋ3
駔,Tổ,to3
駕,Giá,ʑa:5
駘,Đài,da:j2
駘,Đãi,da:j4
駙,Phụ,fu6
駛,Sử,ʂɯ3
駝,Đà,da:2
駟,Tứ,tɯ5
骸,Hài,ha:j2
骼,Cách,ka:ʧ7
髫,Thiều,t'iew2
髮,Phát,fa:t7
髯,Nhiêm,ɲiem1
髴,Phất,fɤt7
鬧,Náo,na:w5
魯,Lỗ,lo4
魴,Phường,fɯɤŋ2
鳸,Hỗ,ho4
鴂,Quyết,kwiet7
儐,Tân,tɤn1
儐,Tấn,tɤn5
儒,Nho,ɲɔ1
儔,Trù,tʂu2
儕,Sài,ʂa:j2
儗,Nghĩ,ŋi4
冀,Kí,ki5
凝,Ngưng,ŋɯŋ1
劑,Tễ,te4
劓,Nhị,ɲi6
勳,Huân,hwɤn1
勵,Lệ,le6
叡,Duệ,zwe6
嘯,Khiếu,xiew5
嘴,Chủy,tʂwi3
噤,Cấm,kɤm5
噥,Nông,noŋ1
噦,Hối,hoj5
噦,Uyết,wiet7
器,Khí,xi5
噩,Ngạc,ŋa:k8
噪,Táo,ta:w5
噫,Y,i1
噬,Phệ,fe6
噭,Khiếu,xiew5
噱,Cược,kɯɤk8
噲,Khoái,xwa:j5
噸,Đốn,don5
圜,Hoàn,hwa:n2
圜,Viên,vien1
墻,Tường,tɯɤŋ2
墼,Kích,kiʧ7
墾,Khẩn,xɤn3
壁,Bích,biʧ7
壅,Ung,uŋ1
壅,Ủng,uŋ3
壇,Đàn,da:n2
壈,Lẫm,lɤm4
奮,Phấn,fɤn5
嬖,Bế,be5
嬗,Thiện,t'ien6
嬙,Tường,tɯɤŋ2
嬛,Huyên,hwien1
嬴,Doanh,zwa:ɲ1
學,Học,hɔk8
寰,Hoàn,hwa:n2
嶧,Dịch,ziʧ8
嶮,Hiểm,hiem3
嶰,Giải,ʑa:j3
嶼,Tự,tɯ6
幧,Thiêu,t'iew1
幨,Xiêm,siem1
幪,Mông,moŋ1
廨,Giải,ʑa:j3
廩,Lẫm,lɤm4
彊,Cường,kɯɤŋ2
彊,Cưỡng,kɯɤŋ4
徼,Kiêu,kiew1
徼,Kiếu,kiew5
憊,Bại,ba:j6
憑,Bằng,baŋ2
憖,Ngận,ŋɤn6
憙,Hí,hi1
憝,Đỗi,doj4
憩,Khế,xe5
憲,Hiến,hien5
憶,Ức,ɯk7
憾,Hám,ha:m5
懈,Giải,ʑa:j3
懊,Áo,a:w5
懌,Dịch,ziʧ8
懍,Lẫm,lɤm4
戰,Chiến,tʂien5
撼,Hám,ha:m5
擁,Ủng,uŋ3
擂,Lôi,loj1
擄,Lỗ,lo4
擅,Thiện,t'ien6
擇,Trạch,tʂa:ʧ8
擋,Đảng,da:ŋ3
操,Thao,t'a:w1
擎,Kình,kiɲ2
擔,Đam,da:m1
擔,Đảm,da:m3
擗,Bịch,biʧ8
據,Cứ,kɯ5
擭,Hoạch,hwa:ʧ8
擭,Oách,wa:ʧ7
整,Chỉnh,tʂiɲ3
暾,Thôn,t'on1
曀,Ê,e1
曆,Lịch,liʧ8
曇,Đàm,da:m2
曈,Đồng,doŋ2
曉,Hiểu,hiew3
樲,Nhị,ɲi6
樵,Tiều,tiew2
樸,Bốc,bok7
樸,Phác,fa:k7
樹,Thụ,t'u6
樽,Tôn,ton1
樾,Việt,viet8
橅,Mô,mo1
橇,Khiêu,xiew1
橈,Nhiêu,ɲiew1
橈,Nạo,na:w6
橋,Kiều,kiew2
橐,Thác,t'a:k7
橕,Xanh,sa:ɲ1
橘,Quất,kwɤt7
橙,Chanh,tʂa:ɲ1
橙,Đắng,daŋ5
橛,Quyết,kwiet7
機,Ki,ki1
橧,Tằng,taŋ2
橧,Tăng,taŋ1
橫,Hoành,hwa:ɲ2
橫,Hoạnh,hwa:ɲ6
檃,Ổn,on3
檇,Tuy,twi1
檎,Cầm,kɤm2
檠,Kềnh,keɲ2
歕,Phun,fun1
歙,Thiệp,t'iep8
歙,Hấp,hɤp7
歷,Lịch,liʧ8
殪,Ế,e5
殫,Đàn,da:n2
毈,Đoạn,dwa:n6
氄,Nhũng,ɲuŋ4
氅,Sưởng,ʂɯɤŋ3
潞,Lộ,lo6
澠,Mẫn,mɤn4
澠,Thằng,t'aŋ2
澡,Táo,ta:w5
澣,Cán,ka:n5
澤,Trạch,tʂa:ʧ8
澥,Hải,ha:j3
澧,Lễ,le4
澨,Phệ,fe6
澮,Quái,kwa:j5
澱,Điến,dien5
澶,Thiền,t'ien2
澹,Đam,da:m1
澹,Đạm,da:m6
澼,Phích,fiʧ7
激,Kích,kiʧ7
濁,Trọc,tʂɔk8
濂,Liêm,liem1
濃,Nùng,nuŋ2
濊,Uế,we5
濊,Khoát,xwa:t7
濛,Mông,moŋ1
熹,Hi,hi1
熾,Sí,ʂi5
燃,Nhiên,ɲien1
燄,Diễm,ziem4
燈,Đăng,daŋ1
燉,Đôn,don1
燎,Liệu,liew6
燐,Lân,lɤn1
燒,Thiêu,t'iew1
燔,Phần,fɤn2
燕,Yên,ien1
燕,Yến,ien5
燖,Tầm,tɤm2
營,Dinh,ziɲ1
燠,Úc,uk7
燧,Toại,twa:j6
獧,Quyến,kwien5
獨,Độc,dok8
獪,Quái,kwa:j5
獫,Hiểm,hiem3
獬,Hải,ha:j3
獲,Hoạch,hwa:ʧ8
